This is cutadapt 2.9 with Python 3.5.2
Command line parameters: -G G{20} -e 0.0 -n 10 --minimum-length 25 --cores 4 -o Pacuta_ATAC_TP10_1159_R1_TrimmingRound2.fastq.gz -p Pacuta_ATAC_TP10_1159_R2_TrimmingRound2.fastq.gz Pacuta_ATAC_TP10_1159_R1_TrimmingRound1.fastq.gz Pacuta_ATAC_TP10_1159_R2_TrimmingRound1.fastq.gz
Processing reads on 4 cores in paired-end mode ...
Finished in 470.31 s (27 us/read; 2.21 M reads/minute).

=== Summary ===

Total read pairs processed:         17,312,774
  Read 1 with adapter:                       0 (0.0%)
  Read 2 with adapter:               1,240,108 (7.2%)
Pairs written (passing filters):    17,306,027 (100.0%)

Total basepairs processed: 4,670,528,303 bp
  Read 1: 2,322,399,519 bp
  Read 2: 2,348,128,784 bp
Total written (filtered):  4,646,829,074 bp (99.5%)
  Read 1: 2,321,509,502 bp
  Read 2: 2,325,319,572 bp

=== Second read: Adapter 1 ===

Sequence: GGGGGGGGGGGGGGGGGGGG; Type: regular 5'; Length: 20; Trimmed: 1797094 times

No. of allowed errors:
0-20 bp: 0

Overview of removed sequences
length	count	expect	max.err	error counts
3	347991	270512.1	0	347991
4	114889	67628.0	0	114889
5	69103	16907.0	0	69103
6	63793	4226.8	0	63793
7	54910	1056.7	0	54910
8	48301	264.2	0	48301
9	43826	66.0	0	43826
10	43149	16.5	0	43149
11	49163	4.1	0	49163
12	41694	1.0	0	41694
13	41720	0.3	0	41720
14	42995	0.1	0	42995
15	40034	0.0	0	40034
16	35789	0.0	0	35789
17	36810	0.0	0	36810
18	35386	0.0	0	35386
19	31892	0.0	0	31892
20	627020	0.0	0	627020
21	8191	0.0	0	8191
22	655	0.0	0	655
23	629	0.0	0	629
24	588	0.0	0	588
25	582	0.0	0	582
26	701	0.0	0	701
27	715	0.0	0	715
28	702	0.0	0	702
29	813	0.0	0	813
30	731	0.0	0	731
31	683	0.0	0	683
32	738	0.0	0	738
33	794	0.0	0	794
34	606	0.0	0	606
35	735	0.0	0	735
36	699	0.0	0	699
37	640	0.0	0	640
38	686	0.0	0	686
39	663	0.0	0	663
40	698	0.0	0	698
41	259	0.0	0	259
42	240	0.0	0	240
43	250	0.0	0	250
44	176	0.0	0	176
45	204	0.0	0	204
46	227	0.0	0	227
47	189	0.0	0	189
48	183	0.0	0	183
49	192	0.0	0	192
50	186	0.0	0	186
51	152	0.0	0	152
52	131	0.0	0	131
53	156	0.0	0	156
54	126	0.0	0	126
55	147	0.0	0	147
56	119	0.0	0	119
57	116	0.0	0	116
58	88	0.0	0	88
59	100	0.0	0	100
60	101	0.0	0	101
61	98	0.0	0	98
62	90	0.0	0	90
63	87	0.0	0	87
64	99	0.0	0	99
65	96	0.0	0	96
66	102	0.0	0	102
67	78	0.0	0	78
68	76	0.0	0	76
69	94	0.0	0	94
70	58	0.0	0	58
71	70	0.0	0	70
72	61	0.0	0	61
73	63	0.0	0	63
74	68	0.0	0	68
75	73	0.0	0	73
76	88	0.0	0	88
77	69	0.0	0	69
78	64	0.0	0	64
79	64	0.0	0	64
80	61	0.0	0	61
81	59	0.0	0	59
82	61	0.0	0	61
83	66	0.0	0	66
84	50	0.0	0	50
85	55	0.0	0	55
86	60	0.0	0	60
87	50	0.0	0	50
88	44	0.0	0	44
89	48	0.0	0	48
90	52	0.0	0	52
91	35	0.0	0	35
92	55	0.0	0	55
93	32	0.0	0	32
94	50	0.0	0	50
95	51	0.0	0	51
96	42	0.0	0	42
97	39	0.0	0	39
98	45	0.0	0	45
99	45	0.0	0	45
100	44	0.0	0	44
101	49	0.0	0	49
102	41	0.0	0	41
103	29	0.0	0	29
104	35	0.0	0	35
105	23	0.0	0	23
106	38	0.0	0	38
107	31	0.0	0	31
108	39	0.0	0	39
109	40	0.0	0	40
110	29	0.0	0	29
111	25	0.0	0	25
112	34	0.0	0	34
113	29	0.0	0	29
114	23	0.0	0	23
115	39	0.0	0	39
116	25	0.0	0	25
117	23	0.0	0	23
118	22	0.0	0	22
119	24	0.0	0	24
120	14	0.0	0	14
121	25	0.0	0	25
122	18	0.0	0	18
123	23	0.0	0	23
124	15	0.0	0	15
125	25	0.0	0	25
126	26	0.0	0	26
127	23	0.0	0	23
128	18	0.0	0	18
129	34	0.0	0	34
130	14	0.0	0	14
131	23	0.0	0	23
132	31	0.0	0	31
133	30	0.0	0	30
134	29	0.0	0	29
135	42	0.0	0	42
136	47	0.0	0	47
137	55	0.0	0	55
138	63	0.0	0	63
139	51	0.0	0	51
140	36	0.0	0	36
141	38	0.0	0	38
142	39	0.0	0	39
143	30	0.0	0	30
144	30	0.0	0	30
145	32	0.0	0	32
146	23	0.0	0	23
147	25	0.0	0	25
148	25	0.0	0	25
149	14	0.0	0	14
