This is cutadapt 2.9 with Python 3.5.2
Command line parameters: -G G{20} -e 0.0 -n 10 --minimum-length 25 --cores 4 -o Mcapitata_HTHC_TP6_1164_R1_TrimmingRound2.fastq.gz -p Mcapitata_HTHC_TP6_1164_R2_TrimmingRound2.fastq.gz Mcapitata_HTHC_TP6_1164_R1_TrimmingRound1.fastq.gz Mcapitata_HTHC_TP6_1164_R2_TrimmingRound1.fastq.gz
Processing reads on 4 cores in paired-end mode ...
Finished in 344.24 s (27 us/read; 2.22 M reads/minute).

=== Summary ===

Total read pairs processed:         12,756,978
  Read 1 with adapter:                       0 (0.0%)
  Read 2 with adapter:               1,527,216 (12.0%)
Pairs written (passing filters):    12,748,856 (99.9%)

Total basepairs processed: 3,537,321,642 bp
  Read 1: 1,756,504,459 bp
  Read 2: 1,780,817,183 bp
Total written (filtered):  3,504,765,108 bp (99.1%)
  Read 1: 1,755,373,153 bp
  Read 2: 1,749,391,955 bp

=== Second read: Adapter 1 ===

Sequence: GGGGGGGGGGGGGGGGGGGG; Type: regular 5'; Length: 20; Trimmed: 2299577 times

No. of allowed errors:
0-20 bp: 0

Overview of removed sequences
length	count	expect	max.err	error counts
3	273918	199327.8	0	273918
4	118065	49831.9	0	118065
5	87944	12458.0	0	87944
6	90635	3114.5	0	90635
7	81513	778.6	0	81513
8	75549	194.7	0	75549
9	60369	48.7	0	60369
10	62706	12.2	0	62706
11	73845	3.0	0	73845
12	69298	0.8	0	69298
13	62409	0.2	0	62409
14	62349	0.0	0	62349
15	58981	0.0	0	58981
16	55449	0.0	0	55449
17	53887	0.0	0	53887
18	52773	0.0	0	52773
19	45674	0.0	0	45674
20	877730	0.0	0	877730
21	12289	0.0	0	12289
22	775	0.0	0	775
23	719	0.0	0	719
24	742	0.0	0	742
25	747	0.0	0	747
26	883	0.0	0	883
27	850	0.0	0	850
28	913	0.0	0	913
29	967	0.0	0	967
30	885	0.0	0	885
31	813	0.0	0	813
32	874	0.0	0	874
33	962	0.0	0	962
34	903	0.0	0	903
35	932	0.0	0	932
36	884	0.0	0	884
37	838	0.0	0	838
38	899	0.0	0	899
39	876	0.0	0	876
40	858	0.0	0	858
41	326	0.0	0	326
42	308	0.0	0	308
43	284	0.0	0	284
44	239	0.0	0	239
45	229	0.0	0	229
46	274	0.0	0	274
47	241	0.0	0	241
48	225	0.0	0	225
49	224	0.0	0	224
50	199	0.0	0	199
51	214	0.0	0	214
52	184	0.0	0	184
53	155	0.0	0	155
54	146	0.0	0	146
55	132	0.0	0	132
56	131	0.0	0	131
57	131	0.0	0	131
58	122	0.0	0	122
59	102	0.0	0	102
60	119	0.0	0	119
61	113	0.0	0	113
62	107	0.0	0	107
63	103	0.0	0	103
64	84	0.0	0	84
65	114	0.0	0	114
66	93	0.0	0	93
67	104	0.0	0	104
68	90	0.0	0	90
69	119	0.0	0	119
70	78	0.0	0	78
71	75	0.0	0	75
72	93	0.0	0	93
73	88	0.0	0	88
74	76	0.0	0	76
75	63	0.0	0	63
76	87	0.0	0	87
77	70	0.0	0	70
78	88	0.0	0	88
79	60	0.0	0	60
80	60	0.0	0	60
81	73	0.0	0	73
82	61	0.0	0	61
83	59	0.0	0	59
84	63	0.0	0	63
85	63	0.0	0	63
86	62	0.0	0	62
87	66	0.0	0	66
88	59	0.0	0	59
89	63	0.0	0	63
90	48	0.0	0	48
91	51	0.0	0	51
92	65	0.0	0	65
93	41	0.0	0	41
94	54	0.0	0	54
95	64	0.0	0	64
96	55	0.0	0	55
97	37	0.0	0	37
98	52	0.0	0	52
99	46	0.0	0	46
100	46	0.0	0	46
101	50	0.0	0	50
102	39	0.0	0	39
103	38	0.0	0	38
104	31	0.0	0	31
105	42	0.0	0	42
106	43	0.0	0	43
107	42	0.0	0	42
108	34	0.0	0	34
109	49	0.0	0	49
110	32	0.0	0	32
111	29	0.0	0	29
112	31	0.0	0	31
113	26	0.0	0	26
114	27	0.0	0	27
115	19	0.0	0	19
116	26	0.0	0	26
117	37	0.0	0	37
118	21	0.0	0	21
119	16	0.0	0	16
120	14	0.0	0	14
121	28	0.0	0	28
122	32	0.0	0	32
123	27	0.0	0	27
124	20	0.0	0	20
125	24	0.0	0	24
126	20	0.0	0	20
127	30	0.0	0	30
128	23	0.0	0	23
129	12	0.0	0	12
130	11	0.0	0	11
131	6	0.0	0	6
132	8	0.0	0	8
133	11	0.0	0	11
134	5	0.0	0	5
135	4	0.0	0	4
136	4	0.0	0	4
137	9	0.0	0	9
138	12	0.0	0	12
139	8	0.0	0	8
140	3	0.0	0	3
141	10	0.0	0	10
142	3	0.0	0	3
143	2	0.0	0	2
144	5	0.0	0	5
145	6	0.0	0	6
146	5	0.0	0	5
147	7	0.0	0	7
148	7	0.0	0	7
149	8	0.0	0	8
