This is cutadapt 2.9 with Python 3.5.2
Command line parameters: -G G{20} -e 0.0 -n 10 --minimum-length 25 --cores 4 -o Mcapitata_HTAC_TP10_1754_R1_TrimmingRound2.fastq.gz -p Mcapitata_HTAC_TP10_1754_R2_TrimmingRound2.fastq.gz Mcapitata_HTAC_TP10_1754_R1_TrimmingRound1.fastq.gz Mcapitata_HTAC_TP10_1754_R2_TrimmingRound1.fastq.gz
Processing reads on 4 cores in paired-end mode ...
Finished in 428.11 s (26 us/read; 2.30 M reads/minute).

=== Summary ===

Total read pairs processed:         16,406,115
  Read 1 with adapter:                       0 (0.0%)
  Read 2 with adapter:               1,328,436 (8.1%)
Pairs written (passing filters):    16,396,574 (99.9%)

Total basepairs processed: 4,398,269,419 bp
  Read 1: 2,184,737,649 bp
  Read 2: 2,213,531,770 bp
Total written (filtered):  4,370,083,025 bp (99.4%)
  Read 1: 2,183,488,484 bp
  Read 2: 2,186,594,541 bp

=== Second read: Adapter 1 ===

Sequence: GGGGGGGGGGGGGGGGGGGG; Type: regular 5'; Length: 20; Trimmed: 1988234 times

No. of allowed errors:
0-20 bp: 0

Overview of removed sequences
length	count	expect	max.err	error counts
3	305041	256345.5	0	305041
4	112561	64086.4	0	112561
5	75591	16021.6	0	75591
6	69331	4005.4	0	69331
7	64571	1001.3	0	64571
8	57311	250.3	0	57311
9	47910	62.6	0	47910
10	48681	15.6	0	48681
11	56362	3.9	0	56362
12	55306	1.0	0	55306
13	49125	0.2	0	49125
14	49815	0.1	0	49815
15	47939	0.0	0	47939
16	43651	0.0	0	43651
17	43575	0.0	0	43575
18	42442	0.0	0	42442
19	37617	0.0	0	37617
20	738731	0.0	0	738731
21	10571	0.0	0	10571
22	832	0.0	0	832
23	913	0.0	0	913
24	769	0.0	0	769
25	811	0.0	0	811
26	926	0.0	0	926
27	907	0.0	0	907
28	1028	0.0	0	1028
29	1072	0.0	0	1072
30	1004	0.0	0	1004
31	891	0.0	0	891
32	1016	0.0	0	1016
33	1115	0.0	0	1115
34	1012	0.0	0	1012
35	1053	0.0	0	1053
36	1023	0.0	0	1023
37	936	0.0	0	936
38	1024	0.0	0	1024
39	984	0.0	0	984
40	962	0.0	0	962
41	436	0.0	0	436
42	471	0.0	0	471
43	407	0.0	0	407
44	368	0.0	0	368
45	340	0.0	0	340
46	368	0.0	0	368
47	361	0.0	0	361
48	337	0.0	0	337
49	337	0.0	0	337
50	339	0.0	0	339
51	280	0.0	0	280
52	279	0.0	0	279
53	270	0.0	0	270
54	241	0.0	0	241
55	275	0.0	0	275
56	223	0.0	0	223
57	186	0.0	0	186
58	206	0.0	0	206
59	190	0.0	0	190
60	213	0.0	0	213
61	181	0.0	0	181
62	184	0.0	0	184
63	182	0.0	0	182
64	163	0.0	0	163
65	189	0.0	0	189
66	176	0.0	0	176
67	175	0.0	0	175
68	141	0.0	0	141
69	186	0.0	0	186
70	136	0.0	0	136
71	123	0.0	0	123
72	126	0.0	0	126
73	151	0.0	0	151
74	123	0.0	0	123
75	150	0.0	0	150
76	149	0.0	0	149
77	131	0.0	0	131
78	120	0.0	0	120
79	137	0.0	0	137
80	108	0.0	0	108
81	125	0.0	0	125
82	127	0.0	0	127
83	97	0.0	0	97
84	112	0.0	0	112
85	109	0.0	0	109
86	133	0.0	0	133
87	118	0.0	0	118
88	101	0.0	0	101
89	123	0.0	0	123
90	90	0.0	0	90
91	96	0.0	0	96
92	140	0.0	0	140
93	94	0.0	0	94
94	95	0.0	0	95
95	105	0.0	0	105
96	88	0.0	0	88
97	97	0.0	0	97
98	82	0.0	0	82
99	90	0.0	0	90
100	85	0.0	0	85
101	97	0.0	0	97
102	100	0.0	0	100
103	83	0.0	0	83
104	80	0.0	0	80
105	87	0.0	0	87
106	116	0.0	0	116
107	79	0.0	0	79
108	97	0.0	0	97
109	107	0.0	0	107
110	76	0.0	0	76
111	74	0.0	0	74
112	86	0.0	0	86
113	105	0.0	0	105
114	73	0.0	0	73
115	89	0.0	0	89
116	66	0.0	0	66
117	80	0.0	0	80
118	77	0.0	0	77
119	60	0.0	0	60
120	61	0.0	0	61
121	56	0.0	0	56
122	46	0.0	0	46
123	52	0.0	0	52
124	56	0.0	0	56
125	51	0.0	0	51
126	60	0.0	0	60
127	58	0.0	0	58
128	58	0.0	0	58
129	64	0.0	0	64
130	32	0.0	0	32
131	10	0.0	0	10
132	24	0.0	0	24
133	14	0.0	0	14
134	19	0.0	0	19
135	19	0.0	0	19
136	21	0.0	0	21
137	20	0.0	0	20
138	14	0.0	0	14
139	16	0.0	0	16
140	14	0.0	0	14
141	18	0.0	0	18
142	18	0.0	0	18
143	13	0.0	0	13
144	10	0.0	0	10
145	27	0.0	0	27
146	23	0.0	0	23
147	22	0.0	0	22
148	15	0.0	0	15
149	17	0.0	0	17
