This is cutadapt 2.9 with Python 3.5.2
Command line parameters: -G G{20} -e 0.0 -n 10 --minimum-length 25 --cores 4 -o Pacuta_HTAC_TP8_2513_R1_TrimmingRound2.fastq.gz -p Pacuta_HTAC_TP8_2513_R2_TrimmingRound2.fastq.gz Pacuta_HTAC_TP8_2513_R1_TrimmingRound1.fastq.gz Pacuta_HTAC_TP8_2513_R2_TrimmingRound1.fastq.gz
Processing reads on 4 cores in paired-end mode ...
Finished in 482.34 s (26 us/read; 2.30 M reads/minute).

=== Summary ===

Total read pairs processed:         18,527,663
  Read 1 with adapter:                       0 (0.0%)
  Read 2 with adapter:               1,129,013 (6.1%)
Pairs written (passing filters):    18,522,192 (100.0%)

Total basepairs processed: 4,954,598,291 bp
  Read 1: 2,464,253,946 bp
  Read 2: 2,490,344,345 bp
Total written (filtered):  4,933,802,653 bp (99.6%)
  Read 1: 2,463,514,739 bp
  Read 2: 2,470,287,914 bp

=== Second read: Adapter 1 ===

Sequence: GGGGGGGGGGGGGGGGGGGG; Type: regular 5'; Length: 20; Trimmed: 1618724 times

No. of allowed errors:
0-20 bp: 0

Overview of removed sequences
length	count	expect	max.err	error counts
3	334077	289494.7	0	334077
4	106706	72373.7	0	106706
5	56626	18093.4	0	56626
6	51726	4523.4	0	51726
7	49817	1130.8	0	49817
8	46673	282.7	0	46673
9	37552	70.7	0	37552
10	40559	17.7	0	40559
11	46231	4.4	0	46231
12	39652	1.1	0	39652
13	37213	0.3	0	37213
14	36149	0.1	0	36149
15	36582	0.0	0	36582
16	33042	0.0	0	33042
17	32865	0.0	0	32865
18	32207	0.0	0	32207
19	27582	0.0	0	27582
20	552825	0.0	0	552825
21	7024	0.0	0	7024
22	502	0.0	0	502
23	463	0.0	0	463
24	453	0.0	0	453
25	483	0.0	0	483
26	539	0.0	0	539
27	496	0.0	0	496
28	574	0.0	0	574
29	637	0.0	0	637
30	578	0.0	0	578
31	488	0.0	0	488
32	561	0.0	0	561
33	547	0.0	0	547
34	478	0.0	0	478
35	522	0.0	0	522
36	560	0.0	0	560
37	471	0.0	0	471
38	540	0.0	0	540
39	530	0.0	0	530
40	535	0.0	0	535
41	166	0.0	0	166
42	147	0.0	0	147
43	133	0.0	0	133
44	130	0.0	0	130
45	125	0.0	0	125
46	120	0.0	0	120
47	103	0.0	0	103
48	110	0.0	0	110
49	88	0.0	0	88
50	85	0.0	0	85
51	61	0.0	0	61
52	87	0.0	0	87
53	72	0.0	0	72
54	66	0.0	0	66
55	50	0.0	0	50
56	54	0.0	0	54
57	47	0.0	0	47
58	50	0.0	0	50
59	48	0.0	0	48
60	36	0.0	0	36
61	38	0.0	0	38
62	42	0.0	0	42
63	42	0.0	0	42
64	40	0.0	0	40
65	43	0.0	0	43
66	43	0.0	0	43
67	39	0.0	0	39
68	37	0.0	0	37
69	40	0.0	0	40
70	30	0.0	0	30
71	27	0.0	0	27
72	29	0.0	0	29
73	25	0.0	0	25
74	29	0.0	0	29
75	29	0.0	0	29
76	23	0.0	0	23
77	27	0.0	0	27
78	26	0.0	0	26
79	22	0.0	0	22
80	29	0.0	0	29
81	22	0.0	0	22
82	29	0.0	0	29
83	17	0.0	0	17
84	18	0.0	0	18
85	32	0.0	0	32
86	23	0.0	0	23
87	22	0.0	0	22
88	34	0.0	0	34
89	30	0.0	0	30
90	19	0.0	0	19
91	17	0.0	0	17
92	23	0.0	0	23
93	20	0.0	0	20
94	15	0.0	0	15
95	20	0.0	0	20
96	24	0.0	0	24
97	18	0.0	0	18
98	20	0.0	0	20
99	29	0.0	0	29
100	18	0.0	0	18
101	13	0.0	0	13
102	13	0.0	0	13
103	21	0.0	0	21
104	16	0.0	0	16
105	25	0.0	0	25
106	16	0.0	0	16
107	16	0.0	0	16
108	22	0.0	0	22
109	27	0.0	0	27
110	21	0.0	0	21
111	14	0.0	0	14
112	19	0.0	0	19
113	23	0.0	0	23
114	13	0.0	0	13
115	20	0.0	0	20
116	19	0.0	0	19
117	21	0.0	0	21
118	18	0.0	0	18
119	16	0.0	0	16
120	14	0.0	0	14
121	16	0.0	0	16
122	17	0.0	0	17
123	14	0.0	0	14
124	20	0.0	0	20
125	11	0.0	0	11
126	8	0.0	0	8
127	14	0.0	0	14
128	17	0.0	0	17
129	23	0.0	0	23
130	8	0.0	0	8
131	8	0.0	0	8
132	7	0.0	0	7
133	11	0.0	0	11
134	11	0.0	0	11
135	6	0.0	0	6
136	10	0.0	0	10
137	9	0.0	0	9
138	8	0.0	0	8
139	7	0.0	0	7
140	15	0.0	0	15
141	9	0.0	0	9
142	20	0.0	0	20
143	12	0.0	0	12
144	21	0.0	0	21
145	20	0.0	0	20
146	15	0.0	0	15
147	35	0.0	0	35
148	12	0.0	0	12
149	20	0.0	0	20
