This is cutadapt 2.9 with Python 3.5.2
Command line parameters: -G G{20} -e 0.0 -n 10 --minimum-length 25 --cores 4 -o Pacuta_HTHC_TP6_1721_R1_TrimmingRound2.fastq.gz -p Pacuta_HTHC_TP6_1721_R2_TrimmingRound2.fastq.gz Pacuta_HTHC_TP6_1721_R1_TrimmingRound1.fastq.gz Pacuta_HTHC_TP6_1721_R2_TrimmingRound1.fastq.gz
Processing reads on 4 cores in paired-end mode ...
Finished in 476.61 s (28 us/read; 2.12 M reads/minute).

=== Summary ===

Total read pairs processed:         16,827,502
  Read 1 with adapter:                       0 (0.0%)
  Read 2 with adapter:               1,203,346 (7.2%)
Pairs written (passing filters):    16,821,746 (100.0%)

Total basepairs processed: 4,586,265,062 bp
  Read 1: 2,282,114,729 bp
  Read 2: 2,304,150,333 bp
Total written (filtered):  4,562,718,626 bp (99.5%)
  Read 1: 2,281,323,294 bp
  Read 2: 2,281,395,332 bp

=== Second read: Adapter 1 ===

Sequence: GGGGGGGGGGGGGGGGGGGG; Type: regular 5'; Length: 20; Trimmed: 1758507 times

No. of allowed errors:
0-20 bp: 0

Overview of removed sequences
length	count	expect	max.err	error counts
3	300102	262929.7	0	300102
4	103657	65732.4	0	103657
5	64381	16433.1	0	64381
6	62779	4108.3	0	62779
7	57206	1027.1	0	57206
8	52758	256.8	0	52758
9	42303	64.2	0	42303
10	44396	16.0	0	44396
11	51496	4.0	0	51496
12	48335	1.0	0	48335
13	43688	0.3	0	43688
14	43448	0.1	0	43448
15	41769	0.0	0	41769
16	39036	0.0	0	39036
17	37668	0.0	0	37668
18	37640	0.0	0	37640
19	32369	0.0	0	32369
20	629536	0.0	0	629536
21	9049	0.0	0	9049
22	574	0.0	0	574
23	528	0.0	0	528
24	475	0.0	0	475
25	497	0.0	0	497
26	574	0.0	0	574
27	606	0.0	0	606
28	665	0.0	0	665
29	666	0.0	0	666
30	654	0.0	0	654
31	592	0.0	0	592
32	613	0.0	0	613
33	721	0.0	0	721
34	581	0.0	0	581
35	693	0.0	0	693
36	647	0.0	0	647
37	557	0.0	0	557
38	632	0.0	0	632
39	583	0.0	0	583
40	615	0.0	0	615
41	223	0.0	0	223
42	193	0.0	0	193
43	227	0.0	0	227
44	174	0.0	0	174
45	190	0.0	0	190
46	192	0.0	0	192
47	153	0.0	0	153
48	152	0.0	0	152
49	141	0.0	0	141
50	128	0.0	0	128
51	149	0.0	0	149
52	130	0.0	0	130
53	121	0.0	0	121
54	89	0.0	0	89
55	98	0.0	0	98
56	77	0.0	0	77
57	93	0.0	0	93
58	89	0.0	0	89
59	87	0.0	0	87
60	67	0.0	0	67
61	72	0.0	0	72
62	71	0.0	0	71
63	69	0.0	0	69
64	58	0.0	0	58
65	75	0.0	0	75
66	55	0.0	0	55
67	58	0.0	0	58
68	63	0.0	0	63
69	80	0.0	0	80
70	58	0.0	0	58
71	64	0.0	0	64
72	65	0.0	0	65
73	51	0.0	0	51
74	53	0.0	0	53
75	54	0.0	0	54
76	40	0.0	0	40
77	53	0.0	0	53
78	43	0.0	0	43
79	55	0.0	0	55
80	41	0.0	0	41
81	36	0.0	0	36
82	38	0.0	0	38
83	37	0.0	0	37
84	43	0.0	0	43
85	47	0.0	0	47
86	55	0.0	0	55
87	40	0.0	0	40
88	38	0.0	0	38
89	44	0.0	0	44
90	35	0.0	0	35
91	27	0.0	0	27
92	35	0.0	0	35
93	27	0.0	0	27
94	29	0.0	0	29
95	37	0.0	0	37
96	27	0.0	0	27
97	32	0.0	0	32
98	38	0.0	0	38
99	29	0.0	0	29
100	28	0.0	0	28
101	34	0.0	0	34
102	31	0.0	0	31
103	30	0.0	0	30
104	32	0.0	0	32
105	20	0.0	0	20
106	29	0.0	0	29
107	31	0.0	0	31
108	22	0.0	0	22
109	26	0.0	0	26
110	15	0.0	0	15
111	23	0.0	0	23
112	27	0.0	0	27
113	19	0.0	0	19
114	23	0.0	0	23
115	17	0.0	0	17
116	20	0.0	0	20
117	10	0.0	0	10
118	20	0.0	0	20
119	19	0.0	0	19
120	15	0.0	0	15
121	16	0.0	0	16
122	15	0.0	0	15
123	12	0.0	0	12
124	22	0.0	0	22
125	14	0.0	0	14
126	16	0.0	0	16
127	22	0.0	0	22
128	15	0.0	0	15
129	15	0.0	0	15
130	3	0.0	0	3
131	6	0.0	0	6
132	7	0.0	0	7
133	5	0.0	0	5
134	11	0.0	0	11
135	5	0.0	0	5
136	4	0.0	0	4
137	8	0.0	0	8
138	8	0.0	0	8
139	4	0.0	0	4
140	5	0.0	0	5
141	5	0.0	0	5
142	5	0.0	0	5
143	13	0.0	0	13
144	4	0.0	0	4
145	12	0.0	0	12
146	3	0.0	0	3
147	13	0.0	0	13
148	5	0.0	0	5
149	9	0.0	0	9
